"compSeason.name","round.roundNumber","home.team.name","away.team.name","venue.name","Home.OffensiveRating","Home.DefensiveRating","Away.OffensiveRating","Away.DefensiveRating","GamesPlayed","GamesWon","HomeGroundAdvantage","PredictedMargin","pr","Winner"
"2026 Toyota AFL Premiership",5,"Adelaide","Carlton","Adelaide Oval",-8.3741245072602,-12.745434797969,-11.6955678525457,-3.32854641010993,14,9,0.642857142857143,-11.6102271132578,0.425406126717723,"Carlton"
"2026 Toyota AFL Premiership",5,"Collingwood","Fremantle","Adelaide Oval",-1.61787927807548,-10.2939753692571,9.13236647883228,-7.73096206033024,1,1,1,-7.04337012611068,0.455010876721066,"Fremantle"
"2026 Toyota AFL Premiership",5,"North Melbourne","Brisbane Lions","Barossa Park",13.8284389827828,10.479684091287,-2.56078542379468,-6.91273756316852,1,0,0,5.69237026707115,0.536317497930488,"North Melbourne"
"2026 Toyota AFL Premiership",5,"Essendon","Melbourne","Adelaide Oval",-8.71469646744393,3.30536498215558,-6.37516187861233,-6.39573027277601,NA,NA,0,-19.5431768166633,0.372176434291278,"Melbourne"
"2026 Toyota AFL Premiership",5,"Sydney","Gold Coast","Norwood Oval",15.8532898174889,-9.31422936446805,1.82577875858906,-11.2124599033994,NA,NA,0,2.9603515096536,0.51885721124331,"Sydney"
"2026 Toyota AFL Premiership",5,"Hawthorn","Footscray","Adelaide Oval",13.68849401343,-21.1827306298933,4.26109180515541,-6.43691682851689,NA,NA,0,-9.72665532646899,0.437680831819547,"Footscray"
"2026 Toyota AFL Premiership",5,"Geelong","West Coast","Norwood Oval",15.5026041870588,-8.06300596725352,-17.6576887685369,-16.6176135652927,NA,NA,0,22.2537069556586,0.646822679232717,"Geelong"
"2026 Toyota AFL Premiership",5,"GWS","Richmond","Barossa Park",18.8301584504193,1.17696871636898,-2.47294723795935,-13.0274961685968,NA,NA,0,14.4609527755733,0.593395598871512,"GWS"
"2026 Toyota AFL Premiership",5,"Port Adelaide","St Kilda","Adelaide Oval",16.5450962128016,12.0862386042487,-2.63365457050471,-13.9505987371644,13,7,0.538461538461538,26.3470066291761,0.676660800477134,"Port Adelaide"
