"compSeason.name","round.roundNumber","home.team.name","away.team.name","venue.name","Home.OffensiveRating","Home.DefensiveRating","Away.OffensiveRating","Away.DefensiveRating","GamesPlayed","GamesWon","HomeGroundAdvantage","PredictedMargin","pr","Winner"
"2026 Toyota AFL Premiership",0,"Sydney","Carlton","SCG",10.846745459185,-24.771896379984,-6.18603998352499,-6.79286117878134,11,5,0.454545454545455,1.81657523924459,0.511567222852408,"Sydney"
"2026 Toyota AFL Premiership",0,"Gold Coast","Geelong","People First Stadium",10.7149384952619,19.1015560988134,18.9883100598151,-7.63698254066159,9,7,0.777777777777778,5.97750424292755,0.538145207881478,"Gold Coast"
"2026 Toyota AFL Premiership",0,"GWS","Hawthorn","ENGIE Stadium",19.235778216989,3.12723925648946,1.47347242536993,-4.07321860471336,9,7,0.777777777777778,18.5609641902434,0.621060185210981,"GWS"
"2026 Toyota AFL Premiership",0,"Brisbane Lions","Footscray","Gabba",21.1195122810489,2.14444000381231,6.26460978742732,-8.0334138122421,12,8,0.666666666666667,18.8640559130301,0.623140945670203,"Brisbane Lions"
"2026 Toyota AFL Premiership",0,"St Kilda","Collingwood","MCG",2.92229051194828,6.63265052187138,-5.78683502451716,-8.32737972025619,1,0,0,-4.25896893590835,0.472853667095788,"Collingwood"
