"compSeason.name","round.roundNumber","home.team.name","away.team.name","venue.name","Home.OffensiveRating","Home.DefensiveRating","Away.OffensiveRating","Away.DefensiveRating","GamesPlayed","GamesWon","HomeGroundAdvantage","PredictedMargin","pr","Winner"
"2026 Toyota AFL Premiership",14,"Footscray","Adelaide","Marvel Stadium",9.78172830286029,-10.7530699950956,-2.64556930963489,-10.0591566925759,11,7,0.636363636363636,7.09435002852905,0.545316964333855,"Footscray"
"2026 Toyota AFL Premiership",14,"Geelong","Gold Coast","GMHBA Stadium",23.0457977488281,-19.0613360532331,4.17011144728908,-11.0092134540268,10,9,0.9,18.1620945315948,0.61833014240714,"Geelong"
"2026 Toyota AFL Premiership",14,"Melbourne","Essendon","MCG",11.4099464501032,4.43885251917473,-5.58386094276328,-12.6828428893184,7,5,0.714285714285714,19.8311046848725,0.629817657546052,"Melbourne"
"2026 Toyota AFL Premiership",14,"North Melbourne","West Coast","Optus Stadium",12.2111762242373,-12.0685706950944,-4.78328973207259,-11.344640002004,1,0,0,5.92646376660823,0.537817947113937,"North Melbourne"
"2026 Toyota AFL Premiership",14,"Port Adelaide","Sydney","Adelaide Oval",9.7417910289477,-9.57534188395568,16.6064857737058,-3.36705021550312,12,6,0.5,-13.0057669587432,0.416239410715514,"Sydney"
"2026 Toyota AFL Premiership",14,"Richmond","Brisbane Lions","Ninja Stadium",-8.14544874265045,-0.0930926831655814,6.71164483000952,-4.28853468606257,NA,NA,0,-27.4002993980163,0.315387096265019,"Brisbane Lions"
"2026 Toyota AFL Premiership",14,"St Kilda","GWS","Marvel Stadium",15.0605579819123,-12.155857816699,-5.55919798029187,-5.63805866438954,9,4,0.444444444444444,8.54047941044543,0.554638297501976,"St Kilda"
