"compSeason.name","round.roundNumber","home.team.name","away.team.name","venue.name","Home.OffensiveRating","Home.DefensiveRating","Away.OffensiveRating","Away.DefensiveRating","GamesPlayed","GamesWon","HomeGroundAdvantage","PredictedMargin","pr","Winner"
"2026 Toyota AFL Premiership",9,"Fremantle","Hawthorn","Optus Stadium",16.4296546929589,5.07526365510069,9.99922099328439,-8.29593900821784,12,9,0.75,12.1402837561971,0.578067738602382,"Fremantle"
"2026 Toyota AFL Premiership",9,"Brisbane Lions","Carlton","Gabba",28.9494589485925,1.22305190028459,-2.96266756297553,-3.96781731157131,12,8,0.666666666666667,28.8717906282312,0.695946626198673,"Brisbane Lions"
"2026 Toyota AFL Premiership",9,"Port Adelaide","Footscray","Adelaide Oval",15.5848813196275,-19.0485840692327,4.12178021474941,-8.93160135340596,12,6,0.5,4.66519318852864,0.529742804062001,"Port Adelaide"
"2026 Toyota AFL Premiership",9,"North Melbourne","Sydney","Marvel Stadium",11.9029993065402,7.22210190702646,13.6646532957929,-7.21239070383528,7,3,0.428571428571429,-0.752749278817981,0.495207668210661,"Sydney"
"2026 Toyota AFL Premiership",9,"GWS","Essendon","ENGIE Stadium",16.0873613654198,14.383728044256,-15.5554390438954,-15.7904569167151,9,6,0.666666666666667,38.6162785694529,0.780906582834725,"GWS"
"2026 Toyota AFL Premiership",9,"Gold Coast","St Kilda","TIO Stadium",29.1845998827722,0.0679382369207815,1.77330247194119,-6.13133391496425,2,2,1,32.4769880284909,0.725038393197439,"Gold Coast"
"2026 Toyota AFL Premiership",9,"Geelong","Collingwood","MCG",29.1107294104178,7.15258298846805,-6.8823807902735,-15.3606406376819,3,2,0.666666666666667,44.3561394356347,0.847299417595835,"Geelong"
"2026 Toyota AFL Premiership",9,"Melbourne","West Coast","Marvel Stadium",20.1448186270512,-8.74093262439159,-7.9149267462396,-11.8888509605401,1,1,1,31.9027615865223,0.720260863422448,"Melbourne"
"2026 Toyota AFL Premiership",9,"Richmond","Adelaide","MCG",-8.40917854870599,-4.42094104654148,-1.09647828456412,-8.59626148902856,11,2,0.181818181818182,-19.0455562520821,0.37561038188657,"Adelaide"
