"compSeason.name","round.roundNumber","home.team.name","away.team.name","venue.name","Home.OffensiveRating","Home.DefensiveRating","Away.OffensiveRating","Away.DefensiveRating","GamesPlayed","GamesWon","HomeGroundAdvantage","PredictedMargin","pr","Winner"
"2026 Toyota AFL Premiership",18,"Fremantle","Sydney","Optus Stadium",18.1512906310404,-3.76477444217882,7.8904225847985,-4.28198380715178,12,10,0.833333333333333,8.3847726088938,0.553632526222653,"Fremantle"
"2026 Toyota AFL Premiership",18,"Collingwood","North Melbourne","Marvel Stadium",3.85284891355776,5.30761576219291,-3.33232538769838,-12.0214813880863,1,1,1,11.8051947344445,0.575870569522263,"Collingwood"
"2026 Toyota AFL Premiership",18,"St Kilda","Port Adelaide","Marvel Stadium",17.6137653652586,10.2136429558703,-5.33838230420959,-7.7622696581586,10,5,0.5,22.0072230402951,0.645072770370039,"St Kilda"
"2026 Toyota AFL Premiership",18,"GWS","Geelong","ENGIE Stadium",16.4644334533418,-9.19146989088657,2.52486813082103,-2.86924207611608,9,6,0.666666666666667,5.32206630779081,0.533945632674575,"GWS"
"2026 Toyota AFL Premiership",18,"Carlton","Hawthorn","MCG",7.21035590408504,6.98726665776091,1.44662172659239,-9.20857842828707,5,3,0.6,6.47661384689699,0.541347584637158,"Carlton"
"2026 Toyota AFL Premiership",18,"Adelaide","Gold Coast","Adelaide Oval",17.5313803024704,-10.259119480573,-0.705975477782806,-10.0558048872161,15,11,0.733333333333333,15.7627795773771,0.602090246151205,"Adelaide"
"2026 Toyota AFL Premiership",18,"Footscray","West Coast","Marvel Stadium",6.98751176302517,7.76852328291932,-10.918108822759,-10.826205797513,11,6,0.545454545454545,16.0880779607083,0.604274944558162,"Footscray"
"2026 Toyota AFL Premiership",18,"Melbourne","Richmond","MCG",8.34348045113197,2.10992960905888,-11.5077243410692,-12.0252567885157,7,6,0.857142857142857,20.150069711692,0.632033026186991,"Melbourne"
"2026 Toyota AFL Premiership",18,"Brisbane Lions","Essendon","Gabba",20.7403245322911,-11.5065496213864,-9.97108328878832,-11.98393168095,12,8,0.666666666666667,26.61477413819,0.678670460830776,"Brisbane Lions"
