"Season","Round","Home.team","Away.team","Venue","state","winner_name","winner_prob","winner_margin"
2024,14,"Brisbane Lions","St Kilda","Gabba","QLD","Brisbane Lions","66.06%",39
2024,14,"Footscray","Fremantle","Marvel Stadium","VIC","Fremantle","50.05%",1
2024,14,"Richmond","Hawthorn","MCG","VIC","Hawthorn","65.49%",37
2024,14,"Adelaide","Sydney","Adelaide Oval","SA","Sydney","52.60%",7
2024,14,"North Melbourne","Collingwood","Marvel Stadium","VIC","Collingwood","72.54%",52
2024,14,"GWS","Port Adelaide","ENGIE Stadium","NSW","GWS","50.60%",2
