"Season","Round","Home.team","Away.team","Venue","state","winner_name","winner_prob","winner_margin"
2024,10,"Gold Coast","Geelong","TIO Stadium","NT","Geelong","50.95%",2
2024,10,"Sydney","Carlton","SCG","NSW","Sydney","56.69%",17
2024,10,"Collingwood","Adelaide","MCG","VIC","Collingwood","60.48%",26
2024,10,"GWS","Footscray","ENGIE Stadium","NSW","GWS","56.38%",16
2024,10,"St Kilda","Fremantle","Marvel Stadium","VIC","Fremantle","52.32%",6
2024,10,"Brisbane Lions","Richmond","Gabba","QLD","Brisbane Lions","75.39%",57
2024,10,"Essendon","North Melbourne","Marvel Stadium","VIC","Essendon","72.12%",51
2024,10,"Port Adelaide","Hawthorn","Adelaide Oval","SA","Port Adelaide","68.32%",44
2024,10,"West Coast","Melbourne","Optus Stadium","WA","Melbourne","71.65%",50
