"Season","Round","Home.team","Away.team","Venue","state","winner_name","winner_prob","winner_margin"
2024,13,"Adelaide","Richmond","Adelaide Oval","SA","Adelaide","67.77%",42
2024,13,"Footscray","Brisbane Lions","Marvel Stadium","VIC","Footscray","52.06%",5
2024,13,"Hawthorn","GWS","University of Tasmania Stadium","TAS","GWS","50.44%",1
2024,13,"West Coast","North Melbourne","Optus Stadium","WA","West Coast","61.49%",28
2024,13,"St Kilda","Gold Coast","Marvel Stadium","VIC","Gold Coast","50.48%",1
2024,13,"Sydney","Geelong","SCG","NSW","Sydney","56.05%",15
2024,13,"Essendon","Carlton","MCG","VIC","Essendon","50.12%",1
2024,13,"Collingwood","Melbourne","MCG","VIC","Melbourne","51.33%",3
