"Season","Round","Home.team","Away.team","Venue","state","winner_name","winner_prob","winner_margin"
2024,15,"Carlton","Geelong","MCG","VIC","Carlton","51.42%",4
2024,15,"Port Adelaide","Brisbane Lions","Adelaide Oval","SA","Port Adelaide","50.27%",1
2024,15,"GWS","Sydney","ENGIE Stadium","NSW","Sydney","53.29%",8
2024,15,"Melbourne","North Melbourne","MCG","VIC","Melbourne","68.89%",45
2024,15,"Essendon","West Coast","Marvel Stadium","VIC","Essendon","67.95%",43
2024,15,"Fremantle","Gold Coast","Optus Stadium","WA","Fremantle","61.67%",29
