"Season","Round","Home.team","Away.team","Venue","state","winner_name","winner_prob","winner_margin"
2024,4,"Adelaide","Melbourne","Adelaide Oval","SA","Melbourne","55.46%",14
2024,4,"Brisbane Lions","North Melbourne","Norwood Oval","SA","Brisbane Lions","70.77%",49
2024,4,"Port Adelaide","Essendon","Adelaide Oval","SA","Port Adelaide","63.03%",32
2024,4,"West Coast","Sydney","Adelaide Hills","SA","Sydney","69.77%",47
2024,4,"Fremantle","Carlton","Adelaide Oval","SA","Carlton","51.15%",3
2024,4,"Footscray","Geelong","Adelaide Oval","SA","Geelong","52.61%",7
2024,4,"Gold Coast","GWS","Adelaide Hills","SA","GWS","55.50%",14
2024,4,"Richmond","St Kilda","Norwood Oval","SA","Richmond","52.26%",6
2024,4,"Collingwood","Hawthorn","Adelaide Oval","SA","Collingwood","58.78%",22
