"Season","Round","Home.team","Away.team","Venue","state","winner_name","winner_prob","winner_margin"
2024,19,"Essendon","Adelaide","Marvel Stadium","VIC","Essendon","56.22%",16
2024,19,"GWS","Gold Coast","GIANTS Stadium","NSW","GWS","56.28%",16
2024,19,"St Kilda","West Coast","Marvel Stadium","VIC","St Kilda","64.70%",36
2024,19,"Hawthorn","Collingwood","MCG","VIC","Collingwood","50.38%",1
2024,19,"Geelong","Footscray","GMHBA Stadium","VIC","Geelong","54.04%",10
2024,19,"Port Adelaide","Richmond","Adelaide Oval","SA","Port Adelaide","66.22%",39
2024,19,"Brisbane Lions","Sydney","Gabba","QLD","Brisbane Lions","53.79%",10
2024,19,"Fremantle","Melbourne","Optus Stadium","WA","Fremantle","55.26%",13
2024,19,"Carlton","North Melbourne","Marvel Stadium","VIC","Carlton","68.71%",44
