"Season","Round","Home.team","Away.team","Venue","state","winner_name","winner_prob","winner_margin"
2024,22,"Sydney","Collingwood","SCG","NSW","Sydney","54.60%",12
2024,22,"Brisbane Lions","GWS","Gabba","QLD","Brisbane Lions","60.83%",27
2024,22,"North Melbourne","West Coast","Blundstone Arena","TAS","North Melbourne","52.32%",6
2024,22,"Fremantle","Geelong","Optus Stadium","WA","Fremantle","54.57%",11
2024,22,"Essendon","Gold Coast","Marvel Stadium","VIC","Essendon","57.64%",19
2024,22,"Melbourne","Port Adelaide","MCG","VIC","Port Adelaide","57.20%",18
2024,22,"Carlton","Hawthorn","MCG","VIC","Hawthorn","51.93%",5
2024,22,"Richmond","St Kilda","Marvel Stadium","VIC","St Kilda","56.70%",17
2024,22,"Adelaide","Footscray","Adelaide Oval","SA","Footscray","54.47%",11
