"Season","Round","Home.team","Away.team","Venue","state","winner_name","winner_prob","winner_margin"
2024,2,"St Kilda","Collingwood","MCG","VIC","Collingwood","54.20%",11
2024,2,"Adelaide","Geelong","Adelaide Oval","SA","Adelaide","50.12%",1
2024,2,"North Melbourne","Fremantle","Marvel Stadium","VIC","Fremantle","65.35%",37
2024,2,"Hawthorn","Melbourne","MCG","VIC","Melbourne","63.57%",33
2024,2,"Sydney","Essendon","SCG","NSW","Sydney","63.02%",32
2024,2,"Footscray","Gold Coast","Mars Stadium","VIC","Footscray","58.14%",20
2024,2,"Richmond","Port Adelaide","MCG","VIC","Port Adelaide","56.51%",16
2024,2,"West Coast","GWS","Optus Stadium","WA","GWS","70.60%",48
