"Season","Round","Home.team","Away.team","Venue","state","winner_name","winner_prob","winner_margin"
2024,23,"Essendon","Sydney","Marvel Stadium","VIC","Sydney","50.90%",2
2024,23,"Gold Coast","Melbourne","People First Stadium","QLD","Gold Coast","58.61%",21
2024,23,"GWS","Fremantle","ENGIE Stadium","NSW","Fremantle","50.09%",1
2024,23,"Collingwood","Brisbane Lions","MCG","VIC","Brisbane Lions","54.53%",11
2024,23,"Port Adelaide","Adelaide","Adelaide Oval","SA","Port Adelaide","60.05%",25
2024,23,"St Kilda","Geelong","Marvel Stadium","VIC","Geelong","53.72%",9
2024,23,"Footscray","North Melbourne","Marvel Stadium","VIC","Footscray","71.61%",50
2024,23,"Hawthorn","Richmond","MCG","VIC","Hawthorn","61.46%",28
2024,23,"West Coast","Carlton","Optus Stadium","WA","Carlton","61.46%",28
