"Season","Round","Home.team","Away.team","Venue","state","winner_name","winner_prob","winner_margin"
2024,5,"Melbourne","Brisbane Lions","MCG","VIC","Melbourne","51.68%",4
2024,5,"Footscray","Essendon","Marvel Stadium","VIC","Footscray","59.63%",24
2024,5,"GWS","St Kilda","Manuka Oval","ACT","GWS","52.51%",6
2024,5,"Carlton","Adelaide","Marvel Stadium","VIC","Carlton","52.25%",6
2024,5,"Gold Coast","Hawthorn","People First Stadium","QLD","Gold Coast","51.87%",5
2024,5,"Port Adelaide","Fremantle","Adelaide Oval","SA","Port Adelaide","57.94%",20
2024,5,"Geelong","North Melbourne","GMHBA Stadium","VIC","Geelong","71.72%",50
2024,5,"West Coast","Richmond","Optus Stadium","WA","Richmond","65.94%",38
