"Season","Round","Home.team","Away.team","Venue","state","winner_name","winner_prob","winner_margin"
2024,6,"St Kilda","Footscray","Marvel Stadium","VIC","Footscray","53.64%",9
2024,6,"Adelaide","Essendon","Adelaide Oval","SA","Adelaide","57.75%",19
2024,6,"Collingwood","Port Adelaide","MCG","VIC","Port Adelaide","54.51%",11
2024,6,"Carlton","GWS","Marvel Stadium","VIC","Carlton","52.93%",7
2024,6,"Brisbane Lions","Geelong","Gabba","QLD","Brisbane Lions","51.76%",4
2024,6,"West Coast","Fremantle","Optus Stadium","WA","Fremantle","66.02%",39
2024,6,"Sydney","Gold Coast","SCG","NSW","Sydney","59.47%",23
2024,6,"North Melbourne","Hawthorn","Marvel Stadium","VIC","Hawthorn","59.86%",24
