"Season","Round","Home.team","Away.team","Venue","state","winner_name","winner_prob","winner_margin"
2024,17,"Collingwood","Essendon","MCG","VIC","Essendon","51.04%",3
2024,17,"North Melbourne","Gold Coast","Marvel Stadium","VIC","Gold Coast","59.86%",24
2024,17,"Port Adelaide","Footscray","Adelaide Oval","SA","Port Adelaide","53.65%",9
2024,17,"Geelong","Hawthorn","GMHBA Stadium","VIC","Geelong","54.12%",10
2024,17,"GWS","Carlton","ENGIE Stadium","NSW","GWS","51.25%",3
2024,17,"Fremantle","Richmond","Optus Stadium","WA","Fremantle","65.78%",38
2024,17,"Melbourne","West Coast","MCG","VIC","Melbourne","70.29%",48
2024,17,"St Kilda","Sydney","Marvel Stadium","VIC","Sydney","54.66%",12
2024,17,"Brisbane Lions","Adelaide","Gabba","QLD","Brisbane Lions","59.99%",25
