Game,Date,Round,Home.Team,Home.Goals,Home.Behinds,Home.Points,Away.Team,Away.Goals,Away.Behinds,Away.Points,Margin,Season,Round.Type,Round.Number,seas_rnd,Venue,hInside.50s,hMarks.Inside.50,hTackles,hOne.Percenters,aInside.50s,aMarks.Inside.50,aTackles,aOne.Percenters
15968,21/8/2021,R23,Sydney,21,10,136,Gold Coast,6,13,49,87,2021,Regular,23,202123,Marvel Stadium,47,7,8,37,47,7,8,37
15969,21/8/2021,R23,Brisbane Lions,19,11,125,West Coast,13,9,87,38,2021,Regular,23,202123,Gabba,57,13,10,69,57,13,10,69
15970,21/8/2021,R23,Geelong,12,5,77,Melbourne,12,9,81,-4,2021,Regular,23,202123,GMHBA Stadium,56,8,20,42,56,8,20,42
15971,21/8/2021,R23,Carlton,11,9,75,GWS,12,17,89,-14,2021,Regular,23,202123,Marvel Stadium,58,18,20,46,58,18,20,46
15972,22/8/2021,R23,St Kilda,17,5,107,Fremantle,6,13,49,58,2021,Regular,23,202123,Blundstone Arena,50,8,11,41,50,8,11,41
15973,22/8/2021,R23,Essendon,16,6,102,Collingwood,9,10,64,38,2021,Regular,23,202123,MCG,45,13,4,38,45,13,4,38
15974,22/8/2021,R23,Adelaide,13,20,98,North Melbourne,8,6,54,44,2021,Regular,23,202123,Adelaide Oval,37,9,8,44,37,9,8,44
15975,27/8/2021,QF,Port Adelaide,12,14,86,Geelong,5,13,43,43,2021,Finals,24,202124,Adelaide Oval,45,8,3,59,45,8,3,59
15976,28/8/2021,EF,Sydney,10,13,73,GWS,11,8,74,-1,2021,Finals,24,202124,UTAS Stadium,46,9,15,61,46,9,15,61
15977,28/8/2021,QF,Melbourne,13,15,93,Brisbane Lions,9,6,60,33,2021,Finals,24,202124,Adelaide Oval,45,5,19,65,45,5,19,65
15978,29/8/2021,EF,Footscray,13,7,85,Essendon,4,12,36,49,2021,Finals,24,202124,UTAS Stadium,51,4,10,82,51,4,10,82
15979,3/9/2021,SF,Geelong,15,13,103,GWS,10,8,68,35,2021,Finals,25,202125,Optus Stadium,49,5,15,57,49,5,15,57
15980,4/9/2021,SF,Brisbane Lions,11,12,78,Footscray,11,13,79,-1,2021,Finals,25,202125,Gabba,54,6,14,67,54,6,14,67
15981,10/9/2021,PF,Melbourne,19,11,125,Geelong,6,6,42,83,2021,Finals,26,202126,Optus Stadium,42,5,10,58,42,5,10,58
15982,11/9/2021,PF,Port Adelaide,6,9,45,Footscray,17,14,116,-71,2021,Finals,26,202126,Adelaide Oval,60,14,8,63,60,14,8,63
15983,25/9/2021,GF,Melbourne,21,14,140,Footscray,10,6,66,74,2021,Finals,27,202127,Optus Stadium,49,4,12,53,49,4,12,53
15984,16/3/2022,R1,Melbourne,14,13,97,Footscray,11,5,71,26,2022,Regular,01,202201,MCG,51,6,6,43,51,6,6,43
15985,17/3/2022,R1,Carlton,14,17,101,Richmond,11,10,76,25,2022,Regular,01,202201,MCG,40,10,1,48,40,10,1,48
15986,18/3/2022,R1,St Kilda,12,13,85,Collingwood,15,12,102,-17,2022,Regular,01,202201,Marvel Stadium,54,12,12,48,54,12,12,48
15987,19/3/2022,R1,Geelong,20,18,138,Essendon,11,6,72,66,2022,Regular,01,202201,MCG,48,14,7,47,48,14,7,47
15988,19/3/2022,R1,GWS,13,14,92,Sydney,17,10,112,-20,2022,Regular,01,202201,Accor Stadium,49,9,8,47,49,9,8,47
15989,19/3/2022,R1,Brisbane Lions,11,14,80,Port Adelaide,10,9,69,11,2022,Regular,01,202201,Gabba,55,6,6,68,55,6,6,68
15990,20/3/2022,R1,Hawthorn,11,12,78,North Melbourne,8,10,58,20,2022,Regular,01,202201,MCG,53,8,7,46,53,8,7,46
15991,20/3/2022,R1,Adelaide,12,10,82,Fremantle,11,17,83,-1,2022,Regular,01,202201,Adelaide Oval,55,10,9,57,55,10,9,57
15992,20/3/2022,R1,West Coast,12,8,80,Gold Coast,16,11,107,-27,2022,Regular,01,202201,Optus Stadium,59,16,7,38,59,16,7,38
15993,24/3/2022,R2,Footscray,13,12,90,Carlton,16,6,102,-12,2022,Regular,02,202202,Marvel Stadium,49,9,9,49,49,9,9,49
15994,25/3/2022,R2,Sydney,17,5,107,Geelong,10,17,77,30,2022,Regular,02,202202,SCG,65,13,12,50,65,13,12,50
15995,26/3/2022,R2,Collingwood,15,10,100,Adelaide,8,10,58,42,2022,Regular,02,202202,MCG,51,8,16,43,51,8,16,43
15996,26/3/2022,R2,Essendon,10,15,75,Brisbane Lions,15,7,97,-22,2022,Regular,02,202202,Marvel Stadium,52,11,9,49,52,11,9,49
15997,26/3/2022,R2,Port Adelaide,7,14,56,Hawthorn,19,6,120,-64,2022,Regular,02,202202,Adelaide Oval,46,12,5,51,46,12,5,51
15998,26/3/2022,R2,Gold Coast,10,9,69,Melbourne,12,10,82,-13,2022,Regular,02,202202,People First Stadium,55,6,14,56,55,6,14,56
15999,27/3/2022,R2,North Melbourne,10,14,74,West Coast,8,11,59,15,2022,Regular,02,202202,Marvel Stadium,50,8,9,46,50,8,9,46
16000,27/3/2022,R2,Richmond,16,13,109,GWS,10,13,73,36,2022,Regular,02,202202,MCG,55,12,5,52,55,12,5,52
16001,27/3/2022,R2,Fremantle,8,7,55,St Kilda,9,11,65,-10,2022,Regular,02,202202,Optus Stadium,50,12,14,35,50,12,14,35
16002,31/3/2022,R3,Footscray,9,17,71,Sydney,9,6,60,11,2022,Regular,03,202203,Marvel Stadium,49,8,9,50,49,8,9,50
16003,1/4/2022,R3,Adelaide,15,6,96,Port Adelaide,13,14,92,4,2022,Regular,03,202203,Adelaide Oval,48,10,16,49,48,10,16,49
16004,1/4/2022,R3,Melbourne,14,15,99,Essendon,10,10,70,29,2022,Regular,03,202203,MCG,39,12,7,37,39,12,7,37
16005,2/4/2022,R3,GWS,12,11,83,Gold Coast,8,9,57,26,2022,Regular,03,202203,ENGIE Stadium,50,8,10,52,50,8,10,52
16006,2/4/2022,R3,Collingwood,13,13,91,Geelong,16,8,104,-13,2022,Regular,03,202203,MCG,47,20,8,57,47,20,8,57
16007,2/4/2022,R3,Brisbane Lions,23,18,156,North Melbourne,7,6,48,108,2022,Regular,03,202203,Gabba,40,5,6,52,40,5,6,52
16008,3/4/2022,R3,Carlton,11,8,74,Hawthorn,11,7,73,1,2022,Regular,03,202203,MCG,46,8,8,49,46,8,8,49
16009,3/4/2022,R3,St Kilda,18,9,117,Richmond,13,6,84,33,2022,Regular,03,202203,Marvel Stadium,55,8,16,49,55,8,16,49
16010,3/4/2022,R3,West Coast,7,5,47,Fremantle,15,12,102,-55,2022,Regular,03,202203,Optus Stadium,55,15,10,61,55,15,10,61
16011,7/4/2022,R4,Port Adelaide,4,12,36,Melbourne,10,8,68,-32,2022,Regular,04,202204,Adelaide Oval,55,11,16,46,55,11,16,46
16012,8/4/2022,R4,Geelong,11,14,80,Brisbane Lions,11,4,70,10,2022,Regular,04,202204,GMHBA Stadium,42,12,4,39,42,12,4,39
16013,9/4/2022,R4,Sydney,13,8,86,North Melbourne,12,3,75,11,2022,Regular,04,202204,SCG,54,8,12,49,54,8,12,49
16014,9/4/2022,R4,Collingwood,10,14,74,West Coast,14,3,87,-13,2022,Regular,04,202204,Marvel Stadium,42,12,5,47,42,12,5,47
16015,9/4/2022,R4,Richmond,15,9,99,Footscray,7,19,61,38,2022,Regular,04,202204,MCG,57,11,10,50,57,11,10,50
16016,9/4/2022,R4,Fremantle,13,10,88,GWS,8,6,54,34,2022,Regular,04,202204,Optus Stadium,45,7,12,51,45,7,12,51
16017,10/4/2022,R4,Essendon,15,13,103,Adelaide,15,9,99,4,2022,Regular,04,202204,Marvel Stadium,53,7,3,53,53,7,3,53
16018,10/4/2022,R4,Hawthorn,10,13,73,St Kilda,22,10,142,-69,2022,Regular,04,202204,MCG,46,22,12,43,46,22,12,43
16019,10/4/2022,R4,Gold Coast,13,14,92,Carlton,8,14,62,30,2022,Regular,04,202204,People First Stadium,47,10,2,56,47,10,2,56
16020,14/4/2022,R5,Brisbane Lions,15,8,98,Collingwood,14,7,91,7,2022,Regular,05,202205,Gabba,62,8,13,49,62,8,13,49
16021,15/4/2022,R5,North Melbourne,11,5,71,Footscray,21,13,139,-68,2022,Regular,05,202205,Marvel Stadium,67,16,13,50,67,16,13,50
16022,15/4/2022,R5,West Coast,9,4,58,Sydney,18,13,121,-63,2022,Regular,05,202205,Optus Stadium,65,15,17,46,65,15,17,46
16023,16/4/2022,R5,St Kilda,13,9,87,Gold Coast,9,7,61,26,2022,Regular,05,202205,Marvel Stadium,56,11,16,48,56,11,16,48
16024,16/4/2022,R5,Adelaide,15,11,101,Richmond,12,10,82,19,2022,Regular,05,202205,Adelaide Oval,61,10,9,55,61,10,9,55
16025,16/4/2022,R5,Melbourne,19,6,120,GWS,7,11,53,67,2022,Regular,05,202205,MCG,53,4,14,73,53,4,14,73
16026,17/4/2022,R5,Carlton,14,10,94,Port Adelaide,13,13,91,3,2022,Regular,05,202205,MCG,47,14,10,52,47,14,10,52
16027,17/4/2022,R5,Essendon,8,11,59,Fremantle,16,11,107,-48,2022,Regular,05,202205,Marvel Stadium,53,14,12,37,53,14,12,37
16028,18/4/2022,R5,Hawthorn,14,8,92,Geelong,11,14,80,12,2022,Regular,05,202205,MCG,54,18,13,61,54,18,13,61
16029,22/4/2022,R6,GWS,8,12,60,St Kilda,10,17,77,-17,2022,Regular,06,202206,Manuka Oval,57,13,11,58,57,13,11,58
16030,23/4/2022,R6,Footscray,9,8,62,Adelaide,8,15,63,-1,2022,Regular,06,202206,Mars Stadium,58,16,14,48,58,16,14,48
16031,23/4/2022,R6,Port Adelaide,18,9,117,West Coast,4,9,33,84,2022,Regular,06,202206,Adelaide Oval,34,8,3,32,34,8,3,32
16032,23/4/2022,R6,Fremantle,14,13,97,Carlton,9,8,62,35,2022,Regular,06,202206,Optus Stadium,38,7,10,65,38,7,10,65
16033,24/4/2022,R6,North Melbourne,9,7,61,Geelong,17,19,121,-60,2022,Regular,06,202206,Blundstone Arena,62,17,7,50,62,17,7,50
16034,24/4/2022,R6,Gold Coast,11,14,80,Brisbane Lions,21,6,132,-52,2022,Regular,06,202206,People First Stadium,53,9,12,58,53,9,12,58
16035,24/4/2022,R6,Richmond,8,6,54,Melbourne,9,22,76,-22,2022,Regular,06,202206,MCG,64,12,12,51,64,12,12,51
16036,25/4/2022,R6,Hawthorn,10,8,68,Sydney,16,13,109,-41,2022,Regular,06,202206,UTAS Stadium,68,13,10,47,68,13,10,47
16037,25/4/2022,R6,Essendon,12,10,82,Collingwood,15,3,93,-11,2022,Regular,06,202206,MCG,48,9,11,40,48,9,11,40
16038,29/4/2022,R7,West Coast,8,8,56,Richmond,25,15,165,-109,2022,Regular,07,202207,Optus Stadium,65,23,9,49,65,23,9,49
16039,30/4/2022,R7,Geelong,10,6,66,Fremantle,10,9,69,-3,2022,Regular,07,202207,GMHBA Stadium,47,8,18,45,47,8,18,45
16040,30/4/2022,R7,Adelaide,8,6,54,GWS,17,11,113,-59,2022,Regular,07,202207,Adelaide Oval,55,17,22,59,55,17,22,59
16041,30/4/2022,R7,Melbourne,13,13,91,Hawthorn,11,15,81,10,2022,Regular,07,202207,MCG,50,8,8,45,50,8,8,45
16042,30/4/2022,R7,Carlton,17,12,114,North Melbourne,10,4,64,50,2022,Regular,07,202207,Marvel Stadium,42,8,5,45,42,8,5,45
16043,30/4/2022,R7,St Kilda,4,18,42,Port Adelaide,5,13,43,-1,2022,Regular,07,202207,Cazalys Stadium,56,6,5,66,56,6,5,66
16044,1/5/2022,R7,Collingwood,17,13,115,Gold Coast,14,6,90,25,2022,Regular,07,202207,MCG,46,16,7,44,46,16,7,44
16045,1/5/2022,R7,Footscray,16,7,103,Essendon,10,11,71,32,2022,Regular,07,202207,Marvel Stadium,39,7,5,45,39,7,5,45
16046,1/5/2022,R7,Sydney,13,11,89,Brisbane Lions,17,11,113,-24,2022,Regular,07,202207,SCG,60,8,13,51,60,8,13,51
16047,6/5/2022,R8,Port Adelaide,12,14,86,Footscray,10,9,69,17,2022,Regular,08,202208,Adelaide Oval,49,9,9,42,49,9,9,42
16048,6/5/2022,R8,Fremantle,15,12,102,North Melbourne,3,6,24,78,2022,Regular,08,202208,Optus Stadium,32,7,4,39,32,7,4,39
16049,7/5/2022,R8,Richmond,17,11,113,Collingwood,12,14,86,27,2022,Regular,08,202208,MCG,58,12,5,48,58,12,5,48
16050,7/5/2022,R8,Sydney,8,13,61,Gold Coast,10,15,75,-14,2022,Regular,08,202208,SCG,55,11,9,43,55,11,9,43
16051,7/5/2022,R8,GWS,4,11,35,Geelong,12,16,88,-53,2022,Regular,08,202208,Manuka Oval,60,15,7,35,60,15,7,35
16052,7/5/2022,R8,Essendon,16,12,108,Hawthorn,11,15,81,27,2022,Regular,08,202208,Marvel Stadium,47,15,4,35,47,15,4,35
16053,7/5/2022,R8,Brisbane Lions,16,9,105,West Coast,4,6,30,75,2022,Regular,08,202208,Gabba,33,6,9,38,33,6,9,38
16054,8/5/2022,R8,Melbourne,14,9,93,St Kilda,8,7,55,38,2022,Regular,08,202208,MCG,44,5,7,51,44,5,7,51
16055,8/5/2022,R8,Carlton,17,14,116,Adelaide,10,8,68,48,2022,Regular,08,202208,Marvel Stadium,49,6,7,50,49,6,7,50
16056,13/5/2022,R9,Collingwood,7,9,51,Footscray,14,15,99,-48,2022,Regular,09,202209,Marvel Stadium,68,14,8,56,68,14,8,56
16057,14/5/2022,R9,Hawthorn,14,10,94,Richmond,17,15,117,-23,2022,Regular,09,202209,MCG,66,13,17,48,66,13,17,48
16058,14/5/2022,R9,North Melbourne,6,10,46,Port Adelaide,17,13,115,-69,2022,Regular,09,202209,Blundstone Arena,61,22,12,56,61,22,12,56
16059,14/5/2022,R9,St Kilda,13,12,90,Geelong,11,14,80,10,2022,Regular,09,202209,Marvel Stadium,51,12,6,56,51,12,6,56
16060,14/5/2022,R9,Sydney,14,21,105,Essendon,6,11,47,58,2022,Regular,09,202209,SCG,49,6,10,43,49,6,10,43
16061,14/5/2022,R9,Adelaide,9,12,66,Brisbane Lions,16,6,102,-36,2022,Regular,09,202209,Adelaide Oval,57,7,6,53,57,7,6,53
16062,15/5/2022,R9,Gold Coast,10,9,69,Fremantle,4,9,33,36,2022,Regular,09,202209,People First Stadium,65,3,19,60,65,3,19,60
16063,15/5/2022,R9,GWS,11,9,75,Carlton,15,15,105,-30,2022,Regular,09,202209,ENGIE Stadium,64,12,12,36,64,12,12,36
16064,15/5/2022,R9,West Coast,5,8,38,Melbourne,16,16,112,-74,2022,Regular,09,202209,Optus Stadium,59,13,12,43,59,13,12,43
16065,20/5/2022,R10,Carlton,15,12,102,Sydney,13,9,87,15,2022,Regular,10,202210,Marvel Stadium,56,14,11,36,56,14,11,36
16066,21/5/2022,R10,Footscray,15,16,106,Gold Coast,13,9,87,19,2022,Regular,10,202210,Mars Stadium,56,9,10,46,56,9,10,46
16067,21/5/2022,R10,Geelong,11,16,82,Port Adelaide,7,5,47,35,2022,Regular,10,202210,GMHBA Stadium,43,13,13,47,43,13,13,47
16068,21/5/2022,R10,North Melbourne,8,5,53,Melbourne,14,16,100,-47,2022,Regular,10,202210,Marvel Stadium,74,8,23,35,74,8,23,35
16069,21/5/2022,R10,Adelaide,9,15,69,St Kilda,14,6,90,-21,2022,Regular,10,202210,Adelaide Oval,45,14,4,61,45,14,4,61
16070,21/5/2022,R10,Richmond,11,14,80,Essendon,7,6,48,32,2022,Regular,10,202210,MCG,49,4,14,48,49,4,14,48
16071,22/5/2022,R10,GWS,21,12,138,West Coast,13,8,86,52,2022,Regular,10,202210,ENGIE Stadium,44,13,11,33,44,13,11,33
16072,22/5/2022,R10,Hawthorn,18,9,117,Brisbane Lions,17,10,112,5,2022,Regular,10,202210,UTAS Stadium,61,13,5,67,61,13,5,67
16073,22/5/2022,R10,Fremantle,6,8,44,Collingwood,12,8,80,-36,2022,Regular,10,202210,Optus Stadium,60,8,15,74,60,8,15,74
16074,27/5/2022,R11,Sydney,16,10,106,Richmond,15,10,100,6,2022,Regular,11,202211,SCG,57,6,22,50,57,6,22,50
16075,28/5/2022,R11,Geelong,15,7,97,Adelaide,7,13,55,42,2022,Regular,11,202211,GMHBA Stadium,36,11,10,55,36,11,10,55
16076,28/5/2022,R11,Brisbane Lions,16,14,110,GWS,15,6,96,14,2022,Regular,11,202211,Gabba,50,7,9,56,50,7,9,56
16077,28/5/2022,R11,Melbourne,7,14,56,Fremantle,14,10,94,-38,2022,Regular,11,202211,MCG,53,9,7,42,53,9,7,42
16078,28/5/2022,R11,West Coast,9,6,60,Footscray,25,11,161,-101,2022,Regular,11,202211,Optus Stadium,68,20,12,41,68,20,12,41
16079,28/5/2022,R11,Gold Coast,18,13,121,Hawthorn,7,12,54,67,2022,Regular,11,202211,TIO Stadium,44,5,4,56,44,5,4,56
16080,29/5/2022,R11,St Kilda,16,7,103,North Melbourne,7,8,50,53,2022,Regular,11,202211,Marvel Stadium,34,10,8,41,34,10,8,41
16081,29/5/2022,R11,Collingwood,11,13,79,Carlton,11,9,75,4,2022,Regular,11,202211,MCG,56,9,13,56,56,9,13,56
16082,29/5/2022,R11,Port Adelaide,9,12,66,Essendon,6,14,50,16,2022,Regular,11,202211,Adelaide Oval,50,12,9,57,50,12,9,57
16083,3/6/2022,R12,Footscray,10,10,70,Geelong,12,11,83,-13,2022,Regular,12,202212,Marvel Stadium,47,16,13,42,47,16,13,42
16084,4/6/2022,R12,Adelaide,13,10,88,West Coast,8,9,57,31,2022,Regular,12,202212,Adelaide Oval,44,5,13,57,44,5,13,57
16085,4/6/2022,R12,Gold Coast,15,19,109,North Melbourne,7,5,47,62,2022,Regular,12,202212,TIO Stadium,35,6,1,70,35,6,1,70
16086,4/6/2022,R12,Melbourne,9,7,61,Sydney,10,13,73,-12,2022,Regular,12,202212,MCG,52,10,10,59,52,10,10,59
16087,5/6/2022,R12,Hawthorn,10,8,68,Collingwood,10,12,72,-4,2022,Regular,12,202212,MCG,65,10,14,76,65,10,14,76
16088,5/6/2022,R12,Fremantle,15,9,99,Brisbane Lions,13,7,85,14,2022,Regular,12,202212,Optus Stadium,54,12,13,73,54,12,13,73
16089,9/6/2022,R13,Richmond,11,11,77,Port Adelaide,10,5,65,12,2022,Regular,13,202213,MCG,48,9,7,47,48,9,7,47
16090,10/6/2022,R13,Essendon,7,12,54,Carlton,12,8,80,-26,2022,Regular,13,202213,MCG,54,13,7,47,54,13,7,47
16091,11/6/2022,R13,Fremantle,14,11,95,Hawthorn,12,10,82,13,2022,Regular,13,202213,Optus Stadium,61,10,15,51,61,10,15,51
16092,11/6/2022,R13,Brisbane Lions,10,18,78,St Kilda,8,9,57,21,2022,Regular,13,202213,Gabba,41,8,6,48,41,8,6,48
16093,12/6/2022,R13,North Melbourne,7,11,53,GWS,15,12,102,-49,2022,Regular,13,202213,Marvel Stadium,54,10,9,41,54,10,9,41
16094,13/6/2022,R13,Collingwood,12,10,82,Melbourne,8,8,56,26,2022,Regular,13,202213,MCG,52,6,12,42,52,6,12,42
16095,16/6/2022,R14,Richmond,11,15,81,Carlton,9,12,66,15,2022,Regular,14,202214,MCG,51,11,4,59,51,11,4,59
16096,17/6/2022,R14,St Kilda,11,6,72,Essendon,15,17,107,-35,2022,Regular,14,202214,Marvel Stadium,61,13,11,58,61,13,11,58
16097,18/6/2022,R14,Port Adelaide,12,10,82,Sydney,8,11,59,23,2022,Regular,14,202214,Adelaide Oval,46,9,7,43,46,9,7,43
16098,18/6/2022,R14,West Coast,9,9,63,Geelong,12,9,81,-18,2022,Regular,14,202214,Optus Stadium,51,14,5,41,51,14,5,41
16099,18/6/2022,R14,GWS,16,9,105,Footscray,19,11,125,-20,2022,Regular,14,202214,ENGIE Stadium,61,19,16,49,61,19,16,49
16100,19/6/2022,R14,Gold Coast,18,8,116,Adelaide,10,13,73,43,2022,Regular,14,202214,People First Stadium,44,14,15,47,44,14,15,47
16101,23/6/2022,R15,Melbourne,16,21,117,Brisbane Lions,7,11,53,64,2022,Regular,15,202215,MCG,43,8,12,57,43,8,12,57
16102,24/6/2022,R15,Footscray,19,11,125,Hawthorn,12,11,83,42,2022,Regular,15,202215,Marvel Stadium,48,14,17,39,48,14,17,39
16103,24/6/2022,R15,West Coast,16,11,107,Essendon,14,13,97,10,2022,Regular,15,202215,Optus Stadium,58,13,7,47,58,13,7,47
16104,25/6/2022,R15,Carlton,12,9,81,Fremantle,7,8,50,31,2022,Regular,15,202215,Marvel Stadium,40,10,6,57,40,10,6,57
16105,25/6/2022,R15,Geelong,13,11,89,Richmond,13,8,86,3,2022,Regular,15,202215,MCG,52,15,6,53,52,15,6,53
16106,25/6/2022,R15,Sydney,12,11,83,St Kilda,4,8,32,51,2022,Regular,15,202215,SCG,44,5,16,38,44,5,16,38
16107,26/6/2022,R15,North Melbourne,8,10,58,Adelaide,17,13,115,-57,2022,Regular,15,202215,Blundstone Arena,59,13,20,40,59,13,20,40
16108,26/6/2022,R15,Collingwood,11,22,88,GWS,12,5,77,11,2022,Regular,15,202215,MCG,50,10,3,44,50,10,3,44
16109,26/6/2022,R15,Port Adelaide,13,15,93,Gold Coast,13,13,91,2,2022,Regular,15,202215,Adelaide Oval,54,13,20,57,54,13,20,57
16110,30/6/2022,R16,Brisbane Lions,16,12,108,Footscray,9,13,67,41,2022,Regular,16,202216,Gabba,57,13,8,47,57,13,8,47
16111,1/7/2022,R16,Carlton,10,18,78,St Kilda,14,9,93,-15,2022,Regular,16,202216,Marvel Stadium,53,8,15,47,53,8,15,47
16112,2/7/2022,R16,Essendon,15,5,95,Sydney,12,14,86,9,2022,Regular,16,202216,MCG,57,16,16,34,57,16,16,34
16113,2/7/2022,R16,Adelaide,10,5,65,Melbourne,14,10,94,-29,2022,Regular,16,202216,Adelaide Oval,52,15,11,47,52,15,11,47
16114,2/7/2022,R16,Gold Coast,8,14,62,Collingwood,9,13,67,-5,2022,Regular,16,202216,People First Stadium,46,17,9,55,46,17,9,55
16115,2/7/2022,R16,Geelong,21,18,144,North Melbourne,5,2,32,112,2022,Regular,16,202216,GMHBA Stadium,25,5,7,52,25,5,7,52
16116,3/7/2022,R16,Richmond,20,8,128,West Coast,13,15,93,35,2022,Regular,16,202216,MCG,57,11,4,40,57,11,4,40
16117,3/7/2022,R16,GWS,11,6,72,Hawthorn,7,8,50,22,2022,Regular,16,202216,ENGIE Stadium,59,6,20,83,59,6,20,83
16118,3/7/2022,R16,Fremantle,15,9,99,Port Adelaide,14,7,91,8,2022,Regular,16,202216,Optus Stadium,51,12,10,44,51,12,10,44
16119,7/7/2022,R17,Geelong,12,19,91,Melbourne,9,9,63,28,2022,Regular,17,202217,GMHBA Stadium,46,6,7,45,46,6,7,45
16120,8/7/2022,R17,Sydney,17,18,120,Footscray,9,13,67,53,2022,Regular,17,202217,SCG,46,10,13,50,46,10,13,50
16121,9/7/2022,R17,Collingwood,13,10,88,North Melbourne,12,9,81,7,2022,Regular,17,202217,MCG,59,8,8,44,59,8,8,44
16122,9/7/2022,R17,Gold Coast,14,10,94,Richmond,13,14,92,2,2022,Regular,17,202217,People First Stadium,63,13,9,51,63,13,9,51
16123,9/7/2022,R17,St Kilda,10,10,70,Fremantle,17,9,111,-41,2022,Regular,17,202217,Marvel Stadium,45,11,13,44,45,11,13,44
16124,9/7/2022,R17,Port Adelaide,12,12,84,GWS,3,11,29,55,2022,Regular,17,202217,Adelaide Oval,37,12,8,41,37,12,8,41
16125,10/7/2022,R17,Brisbane Lions,13,12,90,Essendon,15,10,100,-10,2022,Regular,17,202217,Gabba,56,18,14,36,56,18,14,36
16126,10/7/2022,R17,Hawthorn,13,8,86,Adelaide,8,6,54,32,2022,Regular,17,202217,Marvel Stadium,44,10,13,40,44,10,13,40
16127,10/7/2022,R17,West Coast,8,5,53,Carlton,17,14,116,-63,2022,Regular,17,202217,Optus Stadium,69,18,14,55,69,18,14,55
16128,15/7/2022,R18,Footscray,13,6,84,St Kilda,7,14,56,28,2022,Regular,18,202218,Marvel Stadium,46,10,6,28,46,10,6,28
16129,16/7/2022,R18,Adelaide,13,8,86,Collingwood,14,7,91,-5,2022,Regular,18,202218,Adelaide Oval,61,6,21,50,61,6,21,50
16130,16/7/2022,R18,GWS,9,5,59,Brisbane Lions,15,9,99,-40,2022,Regular,18,202218,Manuka Oval,58,11,11,52,58,11,11,52
16131,16/7/2022,R18,North Melbourne,14,8,92,Richmond,11,22,88,4,2022,Regular,18,202218,Marvel Stadium,67,17,15,50,67,17,15,50
16132,16/7/2022,R18,Carlton,8,7,55,Geelong,12,13,85,-30,2022,Regular,18,202218,MCG,51,16,9,45,51,16,9,45
16133,16/7/2022,R18,Fremantle,9,11,65,Sydney,11,16,82,-17,2022,Regular,18,202218,Optus Stadium,54,12,8,50,54,12,8,50
16134,17/7/2022,R18,Hawthorn,15,12,102,West Coast,12,5,77,25,2022,Regular,18,202218,MCG,44,7,12,58,44,7,12,58
16135,17/7/2022,R18,Melbourne,12,11,83,Port Adelaide,10,9,69,14,2022,Regular,18,202218,TIO Traeger Park,55,12,6,41,55,12,6,41
16136,17/7/2022,R18,Essendon,14,19,103,Gold Coast,8,7,55,48,2022,Regular,18,202218,Marvel Stadium,45,6,11,50,45,6,11,50
16137,22/7/2022,R19,Richmond,7,10,52,Fremantle,7,10,52,0,2022,Regular,19,202219,Marvel Stadium,50,6,13,40,50,6,13,40
16138,23/7/2022,R19,Sydney,17,16,118,Adelaide,12,13,85,33,2022,Regular,19,202219,SCG,58,5,9,69,58,5,9,69
16139,23/7/2022,R19,North Melbourne,11,9,75,Hawthorn,19,7,121,-46,2022,Regular,19,202219,Blundstone Arena,68,13,14,42,68,13,14,42
16140,23/7/2022,R19,Port Adelaide,14,10,94,Geelong,16,10,106,-12,2022,Regular,19,202219,Adelaide Oval,49,14,10,27,49,14,10,27
16141,23/7/2022,R19,Brisbane Lions,16,14,110,Gold Coast,14,9,93,17,2022,Regular,19,202219,Gabba,52,15,10,51,52,15,10,51
16142,23/7/2022,R19,Footscray,17,8,110,Melbourne,15,10,100,10,2022,Regular,19,202219,Marvel Stadium,50,13,0,40,50,13,0,40
16143,24/7/2022,R19,Carlton,13,12,90,GWS,8,6,54,36,2022,Regular,19,202219,Marvel Stadium,48,8,8,37,48,8,8,37
16144,24/7/2022,R19,Collingwood,12,8,80,Essendon,11,10,76,4,2022,Regular,19,202219,MCG,51,11,13,45,51,11,13,45
16145,24/7/2022,R19,West Coast,10,2,62,St Kilda,14,6,90,-28,2022,Regular,19,202219,Optus Stadium,53,8,14,46,53,8,14,46
16146,29/7/2022,R20,Fremantle,5,9,39,Melbourne,12,13,85,-46,2022,Regular,20,202220,Optus Stadium,60,14,15,50,60,14,15,50
16147,30/7/2022,R20,Collingwood,13,10,88,Port Adelaide,12,10,82,6,2022,Regular,20,202220,MCG,52,10,10,43,52,10,10,43
16148,30/7/2022,R20,Sydney,17,10,112,GWS,5,9,39,73,2022,Regular,20,202220,SCG,36,7,6,32,36,7,6,32
16149,30/7/2022,R20,St Kilda,10,15,75,Hawthorn,9,9,63,12,2022,Regular,20,202220,Marvel Stadium,57,11,13,56,57,11,13,56
16150,30/7/2022,R20,Geelong,14,10,94,Footscray,9,12,66,28,2022,Regular,20,202220,GMHBA Stadium,45,12,19,42,45,12,19,42
16151,30/7/2022,R20,Adelaide,12,12,84,Carlton,8,7,55,29,2022,Regular,20,202220,Adelaide Oval,47,7,8,60,47,7,8,60
16152,31/7/2022,R20,Gold Coast,16,11,107,West Coast,16,8,104,3,2022,Regular,20,202220,People First Stadium,40,17,8,27,40,17,8,27
