Game,Date,Round,Home.Team,Home.Goals,Home.Behinds,Home.Points,Away.Team,Away.Goals,Away.Behinds,Away.Points,Margin,Season,Round.Type,Round.Number,seas_rnd,Venue,hInside.50s,hMarks.Inside.50,hTackles,hOne.Percenters,aInside.50s,aMarks.Inside.50,aTackles,aOne.Percenters
15029,17/4/2017,R4,Hawthorn,6,12,48,Geelong,20,14,134,-86,2017,Regular,04,201704,MCG,60,14,7,44,60,14,7,44
15030,21/4/2017,R5,Port Adelaide,20,17,137,Carlton,6,11,47,90,2017,Regular,05,201705,Adelaide Oval,38,6,3,49,38,6,3,49
15031,22/4/2017,R5,Footscray,17,20,122,Brisbane Lions,14,6,90,32,2017,Regular,05,201705,Marvel Stadium,44,8,13,54,44,8,13,54
15032,22/4/2017,R5,Gold Coast,13,8,86,Adelaide,23,15,153,-67,2017,Regular,05,201705,People First Stadium,62,17,16,51,62,17,16,51
15033,22/4/2017,R5,Sydney,9,9,63,GWS,15,15,105,-42,2017,Regular,05,201705,SCG,56,11,15,46,56,11,15,46
15034,22/4/2017,R5,Fremantle,9,13,67,North Melbourne,9,8,62,5,2017,Regular,05,201705,Domain Stadium,44,11,9,43,44,11,9,43
15035,23/4/2017,R5,St Kilda,13,10,88,Geelong,19,12,126,-38,2017,Regular,05,201705,Marvel Stadium,65,14,20,43,65,14,20,43
15036,23/4/2017,R5,Hawthorn,19,11,125,West Coast,11,9,75,50,2017,Regular,05,201705,MCG,49,12,13,51,49,12,13,51
15037,24/4/2017,R5,Richmond,12,16,88,Melbourne,11,9,75,13,2017,Regular,05,201705,MCG,61,4,18,69,61,4,18,69
15038,25/4/2017,R5,Essendon,15,10,100,Collingwood,11,16,82,18,2017,Regular,05,201705,MCG,65,13,12,41,65,13,12,41
15039,28/4/2017,R6,GWS,11,9,75,Footscray,9,19,73,2,2017,Regular,06,201706,Manuka Oval,63,8,16,61,63,8,16,61
15040,29/4/2017,R6,Hawthorn,8,7,55,St Kilda,19,16,130,-75,2017,Regular,06,201706,UTAS Stadium,56,15,13,40,56,15,13,40
15041,29/4/2017,R6,Carlton,15,7,97,Sydney,11,12,78,19,2017,Regular,06,201706,MCG,48,11,15,52,48,11,15,52
15042,29/4/2017,R6,Brisbane Lions,10,7,67,Port Adelaide,22,18,150,-83,2017,Regular,06,201706,Gabba,67,22,14,47,67,22,14,47
15043,29/4/2017,R6,North Melbourne,16,11,107,Gold Coast,14,10,94,13,2017,Regular,06,201706,Marvel Stadium,55,12,6,41,55,12,6,41
15044,29/4/2017,R6,West Coast,16,7,103,Fremantle,9,8,62,41,2017,Regular,06,201706,Domain Stadium,51,6,9,37,51,6,9,37
15045,30/4/2017,R6,Essendon,10,14,74,Melbourne,17,10,112,-38,2017,Regular,06,201706,Marvel Stadium,55,13,11,51,55,13,11,51
15046,30/4/2017,R6,Geelong,11,12,78,Collingwood,15,17,107,-29,2017,Regular,06,201706,MCG,59,13,9,45,59,13,9,45
15047,30/4/2017,R6,Adelaide,21,14,140,Richmond,10,4,64,76,2017,Regular,06,201706,Adelaide Oval,50,9,22,57,50,9,22,57
15048,5/5/2017,R7,St Kilda,16,12,108,GWS,12,13,85,23,2017,Regular,07,201707,Marvel Stadium,46,11,13,59,46,11,13,59
15049,6/5/2017,R7,North Melbourne,22,13,145,Adelaide,13,8,86,59,2017,Regular,07,201707,Blundstone Arena,56,9,7,53,56,9,7,53
15050,6/5/2017,R7,Collingwood,8,8,56,Carlton,12,7,79,-23,2017,Regular,07,201707,MCG,42,11,12,41,42,11,12,41
15051,6/5/2017,R7,Port Adelaide,12,15,87,West Coast,15,7,97,-10,2017,Regular,07,201707,Adelaide Oval,39,7,1,41,39,7,1,41
15052,6/5/2017,R7,Footscray,11,14,80,Richmond,11,9,75,5,2017,Regular,07,201707,Marvel Stadium,47,11,14,41,47,11,14,41
15053,6/5/2017,R7,Gold Coast,18,16,124,Geelong,15,9,99,25,2017,Regular,07,201707,People First Stadium,48,10,12,45,48,10,12,45
15054,7/5/2017,R7,Sydney,20,15,135,Brisbane Lions,12,9,81,54,2017,Regular,07,201707,SCG,48,8,10,39,48,8,10,39
15055,7/5/2017,R7,Melbourne,14,7,91,Hawthorn,14,10,94,-3,2017,Regular,07,201707,MCG,48,9,13,61,48,9,13,61
15056,7/5/2017,R7,Fremantle,17,14,116,Essendon,11,13,79,37,2017,Regular,07,201707,Domain Stadium,41,12,13,52,41,12,13,52
15057,12/5/2017,R8,West Coast,9,15,69,Footscray,8,13,61,8,2017,Regular,08,201708,Domain Stadium,50,12,14,47,50,12,14,47
15058,13/5/2017,R8,Hawthorn,17,11,113,Brisbane Lions,11,9,75,38,2017,Regular,08,201708,UTAS Stadium,43,8,18,35,43,8,18,35
15059,13/5/2017,R8,St Kilda,12,13,85,Carlton,10,6,66,19,2017,Regular,08,201708,Marvel Stadium,33,12,8,30,33,12,8,30
15060,13/5/2017,R8,GWS,15,12,102,Collingwood,15,9,99,3,2017,Regular,08,201708,ENGIE Stadium,50,13,8,50,50,13,8,50
15061,13/5/2017,R8,Essendon,17,8,110,Geelong,13,15,93,17,2017,Regular,08,201708,MCG,58,13,10,44,58,13,10,44
15062,13/5/2017,R8,Adelaide,9,12,66,Melbourne,17,5,107,-41,2017,Regular,08,201708,Adelaide Oval,53,15,18,57,53,15,18,57
15063,14/5/2017,R8,Gold Coast,4,14,38,Port Adelaide,16,14,110,-72,2017,Regular,08,201708,Adelaide Arena at Jiangwan Stadium,75,9,18,53,75,9,18,53
15064,14/5/2017,R8,Richmond,10,10,70,Fremantle,10,12,72,-2,2017,Regular,08,201708,MCG,45,15,2,50,45,15,2,50
15065,14/5/2017,R8,North Melbourne,11,12,78,Sydney,18,12,120,-42,2017,Regular,08,201708,Marvel Stadium,57,15,12,32,57,15,12,32
15066,19/5/2017,R9,Geelong,16,8,104,Footscray,12,9,81,23,2017,Regular,09,201709,GMHBA Stadium,48,11,15,51,48,11,15,51
15067,20/5/2017,R9,St Kilda,10,8,68,Sydney,18,10,118,-50,2017,Regular,09,201709,Marvel Stadium,56,18,8,44,56,18,8,44
15068,20/5/2017,R9,GWS,11,12,78,Richmond,10,15,75,3,2017,Regular,09,201709,ENGIE Stadium,61,17,9,49,61,17,9,49
15069,20/5/2017,R9,Brisbane Lions,7,18,60,Adelaide,21,14,140,-80,2017,Regular,09,201709,Gabba,67,18,11,56,67,18,11,56
15070,20/5/2017,R9,Collingwood,13,12,90,Hawthorn,11,6,72,18,2017,Regular,09,201709,MCG,47,7,15,57,47,7,15,57
15071,21/5/2017,R9,Essendon,19,11,125,West Coast,8,16,64,61,2017,Regular,09,201709,Marvel Stadium,48,12,18,45,48,12,18,45
15072,21/5/2017,R9,Melbourne,13,12,90,North Melbourne,15,14,104,-14,2017,Regular,09,201709,MCG,59,16,19,35,59,16,19,35
15073,21/5/2017,R9,Fremantle,13,8,86,Carlton,7,9,51,35,2017,Regular,09,201709,Domain Stadium,43,8,2,44,43,8,2,44
15074,25/5/2017,R10,Geelong,11,15,81,Port Adelaide,11,13,79,2,2017,Regular,10,201710,GMHBA Stadium,44,13,7,43,44,13,7,43
15075,26/5/2017,R10,Sydney,11,9,75,Hawthorn,12,9,81,-6,2017,Regular,10,201710,SCG,54,7,18,65,54,7,18,65
15076,27/5/2017,R10,Footscray,13,12,90,St Kilda,7,8,50,40,2017,Regular,10,201710,Marvel Stadium,49,9,20,43,49,9,20,43
15077,27/5/2017,R10,Melbourne,18,14,122,Gold Coast,13,9,87,35,2017,Regular,10,201710,TIO Traeger Park,40,9,6,41,40,9,6,41
15078,27/5/2017,R10,Richmond,11,15,81,Essendon,10,6,66,15,2017,Regular,10,201710,MCG,42,8,4,61,42,8,4,61
15079,27/5/2017,R10,Adelaide,20,23,143,Fremantle,6,7,43,100,2017,Regular,10,201710,Adelaide Oval,40,2,9,55,40,2,9,55
15080,28/5/2017,R10,Collingwood,18,21,129,Brisbane Lions,13,6,84,45,2017,Regular,10,201710,MCG,33,6,8,52,33,6,8,52
15081,28/5/2017,R10,Carlton,15,6,96,North Melbourne,17,11,113,-17,2017,Regular,10,201710,Marvel Stadium,52,16,9,41,52,16,9,41
15082,28/5/2017,R10,West Coast,14,6,90,GWS,14,14,98,-8,2017,Regular,10,201710,Domain Stadium,56,11,8,70,56,11,8,70
15083,1/6/2017,R11,Port Adelaide,13,20,98,Hawthorn,7,5,47,51,2017,Regular,11,201711,Adelaide Oval,26,6,5,61,26,6,5,61
15084,2/6/2017,R11,Geelong,13,18,96,Adelaide,10,14,74,22,2017,Regular,11,201711,GMHBA Stadium,51,10,19,55,51,10,19,55
15085,3/6/2017,R11,Gold Coast,11,14,80,West Coast,11,11,77,3,2017,Regular,11,201711,People First Stadium,50,11,17,39,50,11,17,39
15086,3/6/2017,R11,GWS,18,9,117,Essendon,15,11,101,16,2017,Regular,11,201711,ENGIE Stadium,45,17,4,45,45,17,4,45
15087,3/6/2017,R11,North Melbourne,9,12,66,Richmond,14,17,101,-35,2017,Regular,11,201711,Marvel Stadium,58,15,9,46,58,15,9,46
15088,4/6/2017,R11,Fremantle,12,13,85,Collingwood,15,15,105,-20,2017,Regular,11,201711,Domain Stadium,59,15,9,49,59,15,9,49
15089,8/6/2017,R12,Sydney,12,16,88,Footscray,6,6,42,46,2017,Regular,12,201712,SCG,39,5,12,49,39,5,12,49
15090,9/6/2017,R12,Adelaide,16,15,111,St Kilda,7,12,54,57,2017,Regular,12,201712,Adelaide Oval,45,13,7,42,45,13,7,42
15091,10/6/2017,R12,Hawthorn,12,7,79,Gold Coast,13,17,95,-16,2017,Regular,12,201712,MCG,49,17,18,54,49,17,18,54
15092,10/6/2017,R12,Brisbane Lions,18,13,121,Fremantle,9,10,64,57,2017,Regular,12,201712,Gabba,43,5,5,50,43,5,5,50
15093,10/6/2017,R12,Essendon,19,17,131,Port Adelaide,8,13,61,70,2017,Regular,12,201712,Marvel Stadium,51,12,11,58,51,12,11,58
15094,11/6/2017,R12,Carlton,10,11,71,GWS,9,16,70,1,2017,Regular,12,201712,Marvel Stadium,55,11,21,43,55,11,21,43
15095,12/6/2017,R12,Melbourne,15,14,104,Collingwood,15,10,100,4,2017,Regular,12,201712,MCG,61,14,18,43,61,14,18,43
15096,15/6/2017,R13,West Coast,11,17,83,Geelong,10,10,70,13,2017,Regular,13,201713,Domain Stadium,43,9,11,56,43,9,11,56
15097,16/6/2017,R13,North Melbourne,10,12,72,St Kilda,12,17,89,-17,2017,Regular,13,201713,Marvel Stadium,56,14,13,41,56,14,13,41
15098,17/6/2017,R13,Richmond,10,11,71,Sydney,12,8,80,-9,2017,Regular,13,201713,MCG,55,8,11,38,55,8,11,38
15099,17/6/2017,R13,Port Adelaide,18,13,121,Brisbane Lions,12,9,81,40,2017,Regular,13,201713,Adelaide Oval,43,3,12,51,43,3,12,51
15100,17/6/2017,R13,Gold Coast,11,7,73,Carlton,12,11,83,-10,2017,Regular,13,201713,People First Stadium,54,11,20,62,54,11,20,62
15101,18/6/2017,R13,Footscray,8,8,56,Melbourne,17,11,113,-57,2017,Regular,13,201713,Marvel Stadium,54,15,11,55,54,15,11,55
15102,22/6/2017,R14,Adelaide,12,10,82,Hawthorn,14,12,96,-14,2017,Regular,14,201714,Adelaide Oval,44,12,4,64,44,12,4,64
15103,23/6/2017,R14,Sydney,11,20,86,Essendon,12,13,85,1,2017,Regular,14,201714,SCG,52,12,7,50,52,12,7,50
15104,24/6/2017,R14,Collingwood,9,8,62,Port Adelaide,13,15,93,-31,2017,Regular,14,201714,MCG,53,11,8,46,53,11,8,46
15105,24/6/2017,R14,Brisbane Lions,12,14,86,GWS,22,14,146,-60,2017,Regular,14,201714,Gabba,66,22,15,27,66,22,15,27
15106,24/6/2017,R14,Footscray,15,17,107,North Melbourne,16,10,106,1,2017,Regular,14,201714,Marvel Stadium,55,12,24,29,55,12,24,29
15107,24/6/2017,R14,West Coast,14,12,96,Melbourne,15,9,99,-3,2017,Regular,14,201714,Domain Stadium,47,11,11,47,47,11,11,47
15108,25/6/2017,R14,Geelong,10,14,74,Fremantle,11,6,72,2,2017,Regular,14,201714,GMHBA Stadium,47,4,3,67,47,4,3,67
15109,25/6/2017,R14,Richmond,11,18,84,Carlton,8,10,58,26,2017,Regular,14,201714,MCG,41,12,7,39,41,12,7,39
15110,25/6/2017,R14,St Kilda,14,19,103,Gold Coast,10,12,72,31,2017,Regular,14,201714,Marvel Stadium,49,12,8,41,49,12,8,41
15111,30/6/2017,R15,Melbourne,7,8,50,Sydney,11,19,85,-35,2017,Regular,15,201715,MCG,54,17,9,50,54,17,9,50
15112,1/7/2017,R15,Footscray,11,14,80,West Coast,12,15,87,-7,2017,Regular,15,201715,Marvel Stadium,60,15,19,63,60,15,19,63
15113,1/7/2017,R15,Carlton,12,5,77,Adelaide,13,11,89,-12,2017,Regular,15,201715,MCG,50,12,13,35,50,12,13,35
15114,1/7/2017,R15,Gold Coast,18,10,118,North Melbourne,14,15,99,19,2017,Regular,15,201715,People First Stadium,56,14,13,55,56,14,13,55
15115,1/7/2017,R15,GWS,10,8,68,Geelong,10,8,68,0,2017,Regular,15,201715,ENGIE Stadium,59,6,10,49,59,6,10,49
15116,1/7/2017,R15,Port Adelaide,8,15,63,Richmond,11,10,76,-13,2017,Regular,15,201715,Adelaide Oval,52,9,9,44,52,9,9,44
15117,2/7/2017,R15,Essendon,11,16,82,Brisbane Lions,13,12,90,-8,2017,Regular,15,201715,Marvel Stadium,43,12,5,32,43,12,5,32
15118,2/7/2017,R15,Hawthorn,18,10,118,Collingwood,14,10,94,24,2017,Regular,15,201715,MCG,56,12,11,32,56,12,11,32
15119,2/7/2017,R15,Fremantle,12,8,80,St Kilda,12,17,89,-9,2017,Regular,15,201715,Domain Stadium,48,17,9,33,48,17,9,33
15120,7/7/2017,R16,Adelaide,16,8,104,Footscray,5,15,45,59,2017,Regular,16,201716,Adelaide Oval,57,9,12,49,57,9,12,49
15121,8/7/2017,R16,Hawthorn,14,13,97,GWS,15,7,97,0,2017,Regular,16,201716,UTAS Stadium,49,11,18,48,49,11,18,48
15122,8/7/2017,R16,Collingwood,12,8,80,Essendon,18,9,117,-37,2017,Regular,16,201716,MCG,54,13,8,43,54,13,8,43
15123,8/7/2017,R16,Sydney,17,16,118,Gold Coast,7,9,51,67,2017,Regular,16,201716,SCG,44,10,14,42,44,10,14,42
15124,8/7/2017,R16,Brisbane Lions,11,12,78,Geelong,25,13,163,-85,2017,Regular,16,201716,Gabba,67,26,15,33,67,26,15,33
15125,8/7/2017,R16,St Kilda,21,12,138,Richmond,10,11,71,67,2017,Regular,16,201716,Marvel Stadium,45,20,5,38,45,20,5,38
15126,9/7/2017,R16,North Melbourne,12,10,82,Fremantle,13,8,86,-4,2017,Regular,16,201716,Marvel Stadium,50,14,6,44,50,14,6,44
15127,9/7/2017,R16,Carlton,12,10,82,Melbourne,14,6,90,-8,2017,Regular,16,201716,MCG,45,9,12,58,45,9,12,58
15128,9/7/2017,R16,West Coast,13,10,88,Port Adelaide,18,12,120,-32,2017,Regular,16,201716,Domain Stadium,60,21,13,48,60,21,13,48
15129,14/7/2017,R17,St Kilda,7,15,57,Essendon,17,16,118,-61,2017,Regular,17,201717,Marvel Stadium,61,20,11,27,61,20,11,27
15130,15/7/2017,R17,Geelong,13,10,88,Hawthorn,12,13,85,3,2017,Regular,17,201717,MCG,55,12,6,50,55,12,6,50
15131,15/7/2017,R17,Port Adelaide,19,13,127,North Melbourne,8,9,57,70,2017,Regular,17,201717,Adelaide Oval,39,6,9,41,39,6,9,41
15132,15/7/2017,R17,Gold Coast,13,10,88,Collingwood,15,13,103,-15,2017,Regular,17,201717,People First Stadium,63,15,13,51,63,15,13,51
15133,15/7/2017,R17,GWS,12,11,83,Sydney,14,12,96,-13,2017,Regular,17,201717,ENGIE Stadium,50,6,15,52,50,6,15,52
15134,15/7/2017,R17,Melbourne,10,10,70,Adelaide,17,14,116,-46,2017,Regular,17,201717,TIO Stadium,52,18,5,43,52,18,5,43
15135,16/7/2017,R17,Richmond,16,16,112,Brisbane Lions,12,9,81,31,2017,Regular,17,201717,Marvel Stadium,39,10,6,51,39,10,6,51
15136,16/7/2017,R17,Carlton,9,8,62,Footscray,12,10,82,-20,2017,Regular,17,201717,MCG,50,11,14,46,50,11,14,46
15137,16/7/2017,R17,Fremantle,5,14,44,West Coast,11,8,74,-30,2017,Regular,17,201717,Domain Stadium,46,11,9,41,46,11,9,41
15138,21/7/2017,R18,Adelaide,13,13,91,Geelong,10,10,70,21,2017,Regular,18,201718,Adelaide Oval,42,11,15,35,42,11,15,35
15139,22/7/2017,R18,Essendon,20,12,132,North Melbourne,16,9,105,27,2017,Regular,18,201718,Marvel Stadium,61,18,16,44,61,18,16,44
15140,22/7/2017,R18,Melbourne,13,10,88,Port Adelaide,9,11,65,23,2017,Regular,18,201718,MCG,45,7,13,65,45,7,13,65
15141,22/7/2017,R18,Footscray,16,14,110,Gold Coast,8,8,56,54,2017,Regular,18,201718,Cazalys Stadium,41,7,4,45,41,7,4,45
15142,22/7/2017,R18,Sydney,14,17,101,St Kilda,9,5,59,42,2017,Regular,18,201718,SCG,37,5,8,38,37,5,8,38
15143,22/7/2017,R18,Fremantle,7,6,48,Hawthorn,15,10,100,-52,2017,Regular,18,201718,Domain Stadium,49,13,12,51,49,13,12,51
15144,23/7/2017,R18,Richmond,9,10,64,GWS,6,9,45,19,2017,Regular,18,201718,MCG,51,11,9,65,51,11,9,65
15145,23/7/2017,R18,Collingwood,13,15,93,West Coast,13,7,85,8,2017,Regular,18,201718,Marvel Stadium,45,16,11,50,45,16,11,50
15146,23/7/2017,R18,Brisbane Lions,17,10,112,Carlton,11,16,82,30,2017,Regular,18,201718,Gabba,56,17,8,44,56,17,8,44
15147,28/7/2017,R19,Hawthorn,10,12,72,Sydney,9,12,66,6,2017,Regular,19,201719,MCG,43,5,12,42,43,5,12,42
15148,29/7/2017,R19,North Melbourne,11,10,76,Melbourne,10,12,72,4,2017,Regular,19,201719,Blundstone Arena,59,8,18,42,59,8,18,42
15149,29/7/2017,R19,GWS,13,20,98,Fremantle,13,8,86,12,2017,Regular,19,201719,ENGIE Stadium,45,12,8,36,45,12,8,36
15150,29/7/2017,R19,Port Adelaide,9,9,63,St Kilda,8,13,61,2,2017,Regular,19,201719,Adelaide Oval,54,8,13,58,54,8,13,58
15151,29/7/2017,R19,Carlton,8,10,58,Geelong,18,15,123,-65,2017,Regular,19,201719,Marvel Stadium,65,20,21,42,65,20,21,42
15152,29/7/2017,R19,Gold Coast,10,5,65,Richmond,14,14,98,-33,2017,Regular,19,201719,People First Stadium,45,17,28,38,45,17,28,38
15153,30/7/2017,R19,Footscray,19,13,127,Essendon,13,19,97,30,2017,Regular,19,201719,Marvel Stadium,50,13,10,49,50,13,10,49
15154,30/7/2017,R19,Collingwood,15,13,103,Adelaide,16,7,103,0,2017,Regular,19,201719,MCG,51,18,8,51,51,18,8,51
15155,30/7/2017,R19,West Coast,17,11,113,Brisbane Lions,6,9,45,68,2017,Regular,19,201719,Domain Stadium,43,5,16,39,43,5,16,39
15156,4/8/2017,R20,Geelong,8,13,61,Sydney,16,11,107,-46,2017,Regular,20,201720,GMHBA Stadium,47,11,14,49,47,11,14,49
15157,5/8/2017,R20,GWS,14,13,97,Melbourne,10,2,62,35,2017,Regular,20,201720,Manuka Oval,55,5,22,41,55,5,22,41
15158,5/8/2017,R20,Essendon,11,18,84,Carlton,11,10,76,8,2017,Regular,20,201720,MCG,51,14,5,50,51,14,5,50
15159,5/8/2017,R20,Brisbane Lions,13,11,89,Footscray,14,19,103,-14,2017,Regular,20,201720,Gabba,64,19,12,36,64,19,12,36
15160,5/8/2017,R20,North Melbourne,7,15,57,Collingwood,16,15,111,-54,2017,Regular,20,201720,Marvel Stadium,49,17,10,32,49,17,10,32
15161,5/8/2017,R20,Fremantle,12,18,90,Gold Coast,10,7,67,23,2017,Regular,20,201720,Domain Stadium,49,10,6,40,49,10,6,40
15162,6/8/2017,R20,St Kilda,15,13,103,West Coast,14,11,95,8,2017,Regular,20,201720,Marvel Stadium,46,12,4,63,46,12,4,63
15163,6/8/2017,R20,Richmond,13,15,93,Hawthorn,9,10,64,29,2017,Regular,20,201720,MCG,46,13,6,31,46,13,6,31
15164,6/8/2017,R20,Adelaide,18,22,130,Port Adelaide,7,4,46,84,2017,Regular,20,201720,Adelaide Oval,31,3,7,52,31,3,7,52
15165,11/8/2017,R21,Footscray,7,15,57,GWS,16,9,105,-48,2017,Regular,21,201721,Marvel Stadium,34,15,11,43,34,15,11,43
15166,12/8/2017,R21,Sydney,22,11,143,Fremantle,5,9,39,104,2017,Regular,21,201721,SCG,53,8,10,44,53,8,10,44
15167,12/8/2017,R21,Geelong,11,14,80,Richmond,9,12,66,14,2017,Regular,21,201721,GMHBA Stadium,55,10,14,52,55,10,14,52
15168,12/8/2017,R21,Brisbane Lions,22,10,142,Gold Coast,12,12,84,58,2017,Regular,21,201721,Gabba,51,11,25,43,51,11,25,43
15169,12/8/2017,R21,Essendon,12,8,80,Adelaide,18,15,123,-43,2017,Regular,21,201721,Marvel Stadium,62,22,22,36,62,22,22,36
15170,12/8/2017,R21,West Coast,15,10,100,Carlton,12,11,83,17,2017,Regular,21,201721,Domain Stadium,55,14,10,34,55,14,10,34
15171,13/8/2017,R21,Melbourne,14,12,96,St Kilda,10,12,72,24,2017,Regular,21,201721,MCG,55,13,14,44,55,13,14,44
15172,13/8/2017,R21,Hawthorn,18,8,116,North Melbourne,14,5,89,27,2017,Regular,21,201721,UTAS Stadium,49,9,10,31,49,9,10,31
15173,13/8/2017,R21,Port Adelaide,14,14,98,Collingwood,10,11,71,27,2017,Regular,21,201721,Adelaide Oval,45,12,4,22,45,12,4,22
15174,18/8/2017,R22,Adelaide,11,14,80,Sydney,13,5,83,-3,2017,Regular,22,201722,Adelaide Oval,42,12,14,61,42,12,14,61
15175,19/8/2017,R22,Footscray,11,13,79,Port Adelaide,14,12,96,-17,2017,Regular,22,201722,Mars Stadium,60,12,26,52,60,12,26,52
15176,19/8/2017,R22,Collingwood,9,5,59,Geelong,10,10,70,-11,2017,Regular,22,201722,MCG,60,17,16,45,60,17,16,45
15177,19/8/2017,R22,GWS,12,9,81,West Coast,9,6,60,21,2017,Regular,22,201722,ENGIE Stadium,48,11,12,51,48,11,12,51
15178,19/8/2017,R22,Carlton,12,5,77,Hawthorn,10,10,70,7,2017,Regular,22,201722,Marvel Stadium,54,6,8,44,54,6,8,44
15179,19/8/2017,R22,Gold Coast,9,3,57,Essendon,12,18,90,-33,2017,Regular,22,201722,People First Stadium,71,16,20,53,71,16,20,53
15180,20/8/2017,R22,Melbourne,16,8,104,Brisbane Lions,14,7,91,13,2017,Regular,22,201722,MCG,45,14,5,48,45,14,5,48
15181,20/8/2017,R22,St Kilda,18,19,127,North Melbourne,12,6,78,49,2017,Regular,22,201722,Marvel Stadium,44,18,4,40,44,18,4,40
15182,20/8/2017,R22,Fremantle,7,9,51,Richmond,25,5,155,-104,2017,Regular,22,201722,Domain Stadium,50,14,9,52,50,14,9,52
15183,25/8/2017,R23,Hawthorn,15,9,99,Footscray,13,12,90,9,2017,Regular,23,201723,Marvel Stadium,50,14,8,39,50,14,8,39
15184,26/8/2017,R23,Collingwood,14,15,99,Melbourne,12,11,83,16,2017,Regular,23,201723,MCG,56,14,13,53,56,14,13,53
15185,26/8/2017,R23,Brisbane Lions,11,13,79,North Melbourne,19,16,130,-51,2017,Regular,23,201723,Gabba,65,15,24,44,65,15,24,44
15186,26/8/2017,R23,Sydney,21,12,138,Carlton,8,9,57,81,2017,Regular,23,201723,SCG,51,6,7,37,51,6,7,37
15187,26/8/2017,R23,Geelong,15,13,103,GWS,8,11,59,44,2017,Regular,23,201723,GMHBA Stadium,51,9,10,43,51,9,10,43
15188,26/8/2017,R23,Port Adelaide,20,15,135,Gold Coast,3,2,20,115,2017,Regular,23,201723,Adelaide Oval,29,2,3,35,29,2,3,35
15189,27/8/2017,R23,Essendon,16,11,107,Fremantle,14,8,92,15,2017,Regular,23,201723,Marvel Stadium,44,11,5,56,44,11,5,56
15190,27/8/2017,R23,Richmond,19,8,122,St Kilda,12,9,81,41,2017,Regular,23,201723,MCG,52,12,12,44,52,12,12,44
15191,27/8/2017,R23,West Coast,15,10,100,Adelaide,10,11,71,29,2017,Regular,23,201723,Domain Stadium,53,7,18,39,53,7,18,39
15192,7/9/2017,QF,Adelaide,12,12,84,GWS,6,12,48,36,2017,Finals,24,201724,Adelaide Oval,52,10,32,63,52,10,32,63
15193,8/9/2017,QF,Geelong,5,10,40,Richmond,13,13,91,-51,2017,Finals,24,201724,MCG,57,18,21,41,57,18,21,41
15194,9/9/2017,EF,Sydney,19,7,121,Essendon,8,8,56,65,2017,Finals,24,201724,SCG,32,5,6,34,32,5,6,34
15195,9/9/2017,EF,Port Adelaide,10,16,76,West Coast,12,6,78,-2,2017,Finals,24,201724,Adelaide Oval,46,8,9,59,46,8,9,59
15196,15/9/2017,SF,Geelong,15,8,98,Sydney,5,9,39,59,2017,Finals,25,201725,MCG,41,7,16,53,41,7,16,53
15197,16/9/2017,SF,GWS,19,11,125,West Coast,9,4,58,67,2017,Finals,25,201725,ENGIE Stadium,47,10,10,38,47,10,10,38
15198,22/9/2017,PF,Adelaide,21,10,136,Geelong,10,15,75,61,2017,Finals,26,201726,Adelaide Oval,49,9,18,44,49,9,18,44
15199,23/9/2017,PF,Richmond,15,13,103,GWS,9,13,67,36,2017,Finals,26,201726,MCG,59,13,11,44,59,13,11,44
15200,30/9/2017,GF,Adelaide,8,12,60,Richmond,16,12,108,-48,2017,Finals,27,201727,MCG,58,13,18,54,58,13,18,54
15201,22/3/2018,R1,Richmond,17,19,121,Carlton,15,5,95,26,2018,Regular,01,201801,MCG,47,8,6,50,47,8,6,50
15202,23/3/2018,R1,Essendon,14,15,99,Adelaide,12,15,87,12,2018,Regular,01,201801,Marvel Stadium,53,10,8,60,53,10,8,60
15203,24/3/2018,R1,St Kilda,16,11,107,Brisbane Lions,12,10,82,25,2018,Regular,01,201801,Marvel Stadium,49,9,10,45,49,9,10,45
15204,24/3/2018,R1,Port Adelaide,16,14,110,Fremantle,9,6,60,50,2018,Regular,01,201801,Adelaide Oval,49,3,6,35,49,3,6,35
15205,24/3/2018,R1,Hawthorn,15,11,101,Collingwood,9,13,67,34,2018,Regular,01,201801,MCG,58,6,16,53,58,6,16,53
15206,24/3/2018,R1,Gold Coast,7,13,55,North Melbourne,5,9,39,16,2018,Regular,01,201801,Cazalys Stadium,47,2,8,88,47,2,8,88
15207,25/3/2018,R1,GWS,20,13,133,Footscray,7,9,51,82,2018,Regular,01,201801,Manuka Oval,51,11,14,39,51,11,14,39
15208,25/3/2018,R1,Melbourne,13,16,94,Geelong,14,13,97,-3,2018,Regular,01,201801,MCG,41,12,0,48,41,12,0,48
15209,25/3/2018,R1,West Coast,13,8,86,Sydney,18,7,115,-29,2018,Regular,01,201801,Optus Stadium,52,9,10,53,52,9,10,53
15210,29/3/2018,R2,Adelaide,18,10,118,Richmond,12,10,82,36,2018,Regular,02,201802,Adelaide Oval,49,4,12,55,49,4,12,55
15211,30/3/2018,R2,North Melbourne,13,17,95,St Kilda,5,13,43,52,2018,Regular,02,201802,Marvel Stadium,41,9,9,50,41,9,9,50
15212,31/3/2018,R2,Carlton,9,13,67,Gold Coast,15,11,101,-34,2018,Regular,02,201802,Marvel Stadium,50,8,11,56,50,8,11,56
15213,31/3/2018,R2,Collingwood,12,7,79,GWS,15,5,95,-16,2018,Regular,02,201802,MCG,51,12,7,53,51,12,7,53
